City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
571,Tra Vinh,VN,77.23,overcast clouds,9.9347,106.3453,Hồng Ân
572,Cayenne,GF,83.08,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
573,Bemidji,US,79.14,scattered clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
574,High Wycombe,GB,60.3,overcast clouds,51.6291,-0.7493,"Holiday Inn High Wycombe M40, Jct. 4"
575,Lodwar,KE,84.2,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
576,Vegueta,PE,65.39,scattered clouds,-11.0231,-77.6431,Hospedaje Gavión
578,Port Angeles,US,60.57,overcast clouds,48.1181,-123.4307,Red Lion Hotel Port Angeles Harbor
579,Khuzdar,PK,75.87,overcast clouds,27.7384,66.6434,jhalwan Rent A Car Moola Chotok Boking Office
583,Eirunepe,BR,76.15,overcast clouds,-6.6603,-69.8736,Atrás de você
585,Port Hedland,AU,73.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
586,Santiago Del Estero,AR,83.8,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
587,Baft,IR,63.63,few clouds,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
588,Ribeira Brava,PT,72.72,clear sky,32.65,-17.0667,Hotel do Campo
591,Namatanai,PG,81.99,light rain,-3.6667,152.4333,Seagulls Inn Namatani
592,Porto-Vecchio,FR,69.33,clear sky,41.591,9.2795,Hôtel Le Goéland - Casa Santini
593,Montepuez,MZ,69.51,few clouds,-13.1256,38.9997,PembaAparthotel
594,Mattru,SL,74.26,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
595,Peruibe,BR,68.32,overcast clouds,-24.32,-46.9983,Hotel Pousada Xapuri
596,Inongo,CD,68.59,overcast clouds,-1.95,18.2667,Hotel Du Lac
597,Ypsonas,CY,70.99,clear sky,34.6884,32.9574,Club Aphrodite
603,Paka,MY,77.36,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
604,Mehran,IR,74.68,clear sky,33.1222,46.1646,بوتیک زنانه بهار
606,Buala,SB,83.79,light rain,-8.145,159.5921,Maringe Lagoon Lodge
607,Dabakala,CI,74.3,overcast clouds,8.3667,-4.4333,Hôtel Campement
608,San Isidro,PE,62.26,broken clouds,-12.1167,-77.05,Soul Mate-Inn
613,Wuda,CN,62.01,few clouds,39.4994,106.7117,Grape Sightseeing Garden
614,Maragogi,BR,75.18,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
616,Jacareacanga,BR,74.95,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
617,Colares,PT,65.44,broken clouds,38.7992,-9.4469,Arribas Sintra Hotel
619,Ternate,ID,81.0,few clouds,0.8,127.4,Grand Dafam Bela Ternate
620,Kochinda,IN,73.87,overcast clouds,21.7333,84.35,Shristi Lodge
621,Olot,ES,65.21,few clouds,42.181,2.4901,Hotel Riu Fluvià
622,Naze,JP,77.92,clear sky,28.3667,129.4833,オーベルジュ・アガルイ
623,Chalus,IR,67.46,broken clouds,36.655,51.4204,نظام مهندسي ساختمان چالوس
629,Nizwa,OM,83.97,overcast clouds,22.9333,57.5333,Orient Apartments
630,Luanda,AO,72.73,overcast clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
632,Barinas,VE,78.98,few clouds,8.6226,-70.2075,Hotel Mastranto Suite
633,Saravena,CO,72.91,moderate rain,6.9538,-71.8752,Hotel Diamante Saravena
634,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
636,Minggang,CN,68.5,clear sky,32.4586,114.0486,Yindu Hotel
641,Coxim,BR,87.76,broken clouds,-18.5067,-54.76,Hotel Avenida
643,Kailua,US,89.58,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
645,Emerald,AU,69.94,overcast clouds,-23.5333,148.1667,The Irish Village
646,Guntakal,IN,77.22,broken clouds,15.1667,77.3833,Vasavi Pipes Office
647,Manbij,SY,65.17,clear sky,36.5281,37.9549,Manbej City Hotel
648,Sur,OM,87.71,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
649,Fernley,US,77.11,clear sky,39.608,-119.2518,Super 8 by Wyndham Fernley
650,Trairi,BR,79.11,broken clouds,-3.2778,-39.2689,janelas do mar
651,Porto Belo,BR,71.96,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
656,Chengdu,CN,75.09,few clouds,30.6667,104.0667,Crowne Plaza Chengdu City Center
657,Boyolangu,ID,75.24,overcast clouds,-8.1181,111.8935,Yos ega cv
658,Kavaratti,IN,81.46,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
661,Parati,BR,68.97,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
663,Calabozo,VE,78.73,moderate rain,8.9242,-67.4293,Hotel Giardini
665,Loandjili,CG,76.24,overcast clouds,-4.7561,11.8578,Résidence ARCHANGE
670,Saint-Pierre,RE,71.24,few clouds,-21.3393,55.4781,Lindsey Hôtel
671,Masaguisi,PH,79.48,overcast clouds,12.7545,121.4484,Prisville Triangle Resort
672,Champerico,GT,85.95,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
674,Singkawang,ID,76.71,light rain,0.9,109.0,Capital O 1822 Wahana Inn
677,Conceicao Da Barra,BR,74.77,clear sky,-18.5933,-39.7322,Cricaré Praia Hotel
679,Mount Kisco,US,63.09,clear sky,41.2043,-73.7271,Crabtree's Kittle House Restaurant & Inn
681,Gat,IL,72.39,clear sky,31.61,34.7642,OlusHome
684,Myrtle Beach,US,77.18,overcast clouds,33.6891,-78.8867,Bay View Resort Myrtle Beach
685,Gela,IT,73.94,few clouds,37.0803,14.2307,B&B Santiago
688,Weligama,LK,77.65,overcast clouds,5.9667,80.4167,Weligama Bay Resort
689,Kpalime,TG,72.16,light rain,6.9,0.6333,Hotel La Lumiere Kpalimé
691,Marystown,CA,60.85,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
692,Nouakchott,MR,78.73,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
693,Padilla,CO,72.97,overcast clouds,3.2204,-76.3139,La Granadina
694,Takoradi,GH,76.46,light rain,4.8845,-1.7554,Raybow International Hotel
695,Hobyo,SO,77.95,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
